class,tweet
neutral,RT @abozaid1898: وضعيت stc مثل وضع هيلاري كلنتون 😂😂😂😉😉😂😂😂 #الغاء_متابعه_STC https://t.co/mGKkJv2svc
neutral,RT @naizaktv: فيه بعض الطلبات أتتني لترجمة مناظرة هيلاري كلنتون وترامب اللي كانت اليوم وصعب ترجمتها كاملة لكن هل تؤيد ترجمة بعض المقاطع منه…
negative,RT @Xxsarsa: #واشنطن_افتعلت١١سبتمبر اتوقع دي المفروض تحاسب عليها هيلاري كلنتون دعمت القاعدة في أفغنستان ضد الاتحاد سوفيتي ...! https://t.co…
neutral,@Dhahi_Khalfan لو كنت مكانك معالي الفريقساقترح على شيوخ الخليجارسال شاب خليجي(حليوه) ليتزوج جيلسي بنت هيلاري كلنتونمافيش حداحسن من حد
neutral,حظوظ المرشح الرئاسي الامريكي عن الحزب الجمهوري دونالد ترامب تتقدم على مرشحة الحزب الديموقراطي هيلاري كلنتون بعد مناظرة البارحة ، والآتي اعظم
negative,@wqqadd @Salansar1 والله محد ورع الا انت امريكا هي من جاب الاخوان يحكمون مصر وارجع لمذكرات هيلاري كلنتون وشوف ايش قالت يا حمار
neutral,ما لا تراه على التلفاز منافسة شديدة بين المرشحين #هيلاري_كلنتون  و #دونالد_ترامب https://t.co/nvyytO5f1y
negative,@lioahmed7 @pesar711 @_966_911 @2FghFJPLdzhcIU5 @aashsh66774 هؤلاء صناعة المخابرات الامريكيه كما ذكرت هيلاري كلنتون !! وداعش ايرانيه !!
negative,"RT @WajdWaqfi: عفوا؟ اوباما سحب هيلاري كلنتون معاه""؟! هههههه هيلاري لم تذهب لجنازة بيريز. عن جد كاذب و مضلل https://t.co/uDU3xXoWEY"""
neutral,"ترامب شخصية لا تصلُح لرئاسة دولةالرجل لايملك كاريزما""  الرؤساءاما هيلاري كلنتون واضح انه (بنت رجال ) وعندها نز… https://t.co/mvCjakWd15"""
neutral,اش ذَا الإصرار ان هيلاري كلنتون تفوز ..! https://t.co/QmwyPVRDZL
neutral,#السعودية #الكويت #البحرين #اليمن #مصر #سوريا هيلاري كلنتون ستنصر التاسلمات على شيخي المجدد بوتين. هذه معركة اتمنى اني اشوفها كع كع كع
neutral,النيويورك تايمز توضع حظوظ هيلاري #كلنتون https://t.co/lFDsKdiMt5
negative,هيلاري كلنتون:منافسي ترامب معجب بالطغاة مثل فلادمير بوتين...#روسيا
neutral,#انطلاق_سعوديات_ضد_الاسقاط    المرأه السعوديه حلمها فقط أن تملك نفسها وتصير ولية نفسها بينما هيلاري كلنتون أصبحت رئيسة أقوى دوله في العالم.
negative,RT @AAN_KSA1: ⁧#الارهاب_صناعه_امريكيه_لاسعوديه⁩ ⁧#قانون_جاستا⁩محمد الملا يتكلم عن مذكرات هيلارى كلنتون https://t.co/KMf4l24SOw
negative,@Epic_moi هيلارى كلنتون شنب😂هي سبب فوز زوجها بيل بالرئاسة الامريكيه.الانتخابات حاليا صراع الجهل والثقافهلكنها كلاهما نتن
negative,هيلاري كلنتون لم ولن تنسى خيانة زوجها لها وسر تمسكها به لأنهم من جيل لا يعرف الطلاق.
negative,أتوقع.. أن فازت هيلاري كلنتون فلن تنتهي فترتها الا بفضيحة جنسية (قديمة)فمونيكا (اليهودية) مافضحت كلينتون الا بعد سنتين@mesfrah84
negative,RT @almelaifi: 7⃣بل ان ما تعرضت له السعودية والكويت ومصر والجزائر وتونس وليبيا وغيرهامن عمليات إرهابية كانت نشأتها برعاية أمريكية باعتراف ه…
neutral,اللي رفضوا حكم الإخوان هما اللي عاوزين هيلاري كلنتون #Egypt #Clinton #Clinton2016 #Sisi #Muslims #Islam
negative,@saeedlow @ahmedal3onan @HASON_itti @Uiiiu88 روح ابتهل وادعي ان هيلاري كلنتون تولى امرك وموترامب لان بيكون مافي نت عشان اشمت فيك ذيك الساعة
neutral,دعوة الست قصده هيلاري كلنتون مثلا
negative,لا أجد سبباً مقنعاً لنشتم #ترامب المرشح #الجمهوريالفرق بينه وبين #هيلاري #كلنتون و #أوباما ومن قبلهم في #امريكا أنه رجل واضح في عداءه لنا
neutral,يا ترى بين هيلاري كلنتون  ودونالد  ترامب مين نختار؟؟
negative,سيعلن جوليان أسانج مؤسس منظمة ويكليكس و من لندن عن فضيحة يقول انها ستحطم ☠هيلاري كلنتون و تنهي عائلة كلنيون. #تاسي #كويت #بورصة #فوركس
negative,سيناتور ديمقراطي يطالب باغتيال أسانج مؤسس ويكليكس .هيلاري كلنتون تطالب باغتياله بطائرة دون طيار .وتأيد لهذا الطلب… https://t.co/WBwJflKzte
negative,@AlshibliYounis سيقدم دليل ان هيلاري كلنتون طرحت فكرة تصفية الرجل بسبب التسريبات التي يقوم بها
negative,نقل إعلان مؤسس #ويكيليكس المهم اليوم من لندن إلى برلين، وسيخص بالذكر هيلاري كلنتون التي اقترحت مهاجمته بطائرة بدون… https://t.co/zYmh9yvCHR
negative,RT @NourHammoury: مؤسس ويكيليكس سيقوم باعلان مهم اليوم من لندن ويخص بالذكر هيلاري كلنتون ويقول انها ستنتهي بعد هذا الاعلان طبقاً لموقع ويكي…
neutral,هيلاري وبيل كلنتون في جامعة يال عام ١٩٧٢ https://t.co/ejhHwyt0ZL
neutral,RT @218Tv: #218TVظل المصور يظهر على جناح طائرة تهبط منها هيلاري كلينتون#مصور #ظل #طائرة #هيلاري_كلنتون https://t.co/GLeRVIHhZ6
positive,RT @AbdullahSBuKham: وبعد نسيت اقولكم، قبل ٧٠ سنة كان الوضع عندهم #اختاه_موتي والحين المرشح الأقوى لقيادة البلاد هي #اختاه هيلاري كلنتون.
negative,مرشحان أفضلهما سيئ!: سالم مشكور /خرجت مرشحة الرئاسة الاميركية هيلاري كلنتون متفوقة على منافسها دونالد ترامب ... https://t.co/AHZri1fC7f
negative,اللهم أنصر السلفي الوهابي دونالد ترامب علي الشيعية الرافضية هيلاري كلنتون
negative,غالبا كل الاخونجية والاسلاميين يؤيد هيلاري كلنتون وينقولون أخبار تفوقها بالاستطلاعات مثل منظمة كير الاخوانية@CAIRNational
neutral,شتان بين هيلاري كلنتون ونورية بن غب... 🌚
negative,@Abdulkhaleq_UAE على إساس هيلاري كلنتون من شعب الله المختار كلهم كل واحد ألعن من الثاني
negative,الفرق بين المرشحين هيلاري كلنتون وترامب ١-هيلا كلنتون 👈🏻عدوا مخفي ٢-ترامب👈🏻عدوا واضح
neutral,كتلة الجمهوريين  في مجلس الشيوخ  وعدو هيلاري كلنتون انهم سوف يتعاملون معها افضل من تعاملهم مع اوباما
neutral,أنا والله اتمنى (ترامب) هو الي يفوز على هيلاري كلنتون..والسبب:انه يعطينا وقت قبل الكوارث😂لكن ماأظن ابداً 💔https://t.co/KUiJqBznu8#ماسوون
neutral,ستبدأ بعد ساعه ونصف اول مناظره بين المرشحان لنائب رئيس الولايات المتحده وهما#تيم_كين  نائب ل#هيلاري_كلنتون#مايك_بنس  نائب ل#دونالد_ترامب
negative,على وقع حمى الانتخابات الأميركية ويكليكس تكشف عن دور هيلاري كلنتون ودعمها للإرهاب تقرير : قسم الأخبارقراءة :... https://t.co/VdqsJXdKSN
positive,RT @bochirh: استطاع #القفطان_المغربي  الضاربة أصالته في عمق التاريخ بتعدد أشكاله،وألوانه،أن ينال إعجاب أشهر الشخصيات في العالم من بينهم هيل…
negative,RT @hanghali: @ayman_almaz24 مؤسسة كير الاخوانية بتمول حملة هيلاري ومؤسسة جوزها كلنتون الخيرية عايز منهم ايه ؟!
negative,حملة هيلاري كلنتون تؤكد وجود سماسرة اردنيين يشترون اصوات لترامب وخصوصا باوهايو 😂
negative,RT @fahadalajmi_101: العاهرة الأمريكية (هيلاري كلنتون) تهدد الكويت والسعودية وقطر وتتهمهم بدعم الإرهاب وتتطاول على مساجدنا وديننا الحنيف ht…
negative,لا فرق بين هيلاري كلنتون وترامب في مواقفهما المعاديه للإسلام وللعرب والمسلمينلاتنتظروا سياسه معتدله ومنصفه من أمري… https://t.co/57AB9uZOvV
negative,@saudiguer 32013 او 2014هيلاري كلنتون اتفقنا مع الاخوان لاعلان داعش https://t.co/9NHkbLv1Ry
negative,@saudiguer #بس_اقوللاتفرح كثير اذا ترشحة هيلاري كلنتون للرئاسه
negative,RT @a7m_abo: هيلاري كلنتون لابوج لابو شرفج يالعاهرة تعرفين الارهاب والتطرف وداعش منكم ومن عملائكم ايران والعراق والمجوس لاتستصغرونا عقولنا…
neutral,RT @USAinArabic: المناظره الثانيه بين #دونالد_ترامب و #هيلاري_كلنتون التاريخ:الاحد 9 اكتوبر 2016الوقت :الساعه 9 بتوقيت واشنطن (الاثنين 4…
neutral,RT @NirvanaMamdouh: رد فعل الناس في الشارع لما المذيع اشتغلهم ان #هيلاري_كلنتون انسحبت من ترشيحها للرئاسة و #ترامب بقى هو الرئيس 😅 https://…
negative,RT @almuharrmi: هيلاري كلنتون في تسريب لويكيليكس: السعودية صدرت أشد الإيديولوجيات تطرفا في العالم.. يبدو أن معاداة السعودية ستستمر طويلا في…
neutral,@3li_3abdenبحاكي في هيلاري كلنتون 😹😹😹😹😹 https://t.co/IoUKGKhrFP
negative,المسلمون يؤمنون ان المراة لاتقود امة ومع ذلك يتمنون فوز هيلاري كلنتون وكلاهما اشد  اعداء الاسلام
neutral,@Abdulkhaleq_UAE أراهن أن مجلس الحكماء في امريكا وإعلامهم اسقط دونالد ترامب وأوصل هيلاري كلنتون لسدة البيت الأبيض.وبتوقيت جيد معد له مسبقاً.
negative,قنوات العهر العربي تعرف بان هيلاري كلنتون تقدمت على منافسها في استطلاعات الراي بينما لاتعرف ماالذي حدث في صنعاء !
neutral,RT @baduasahra: رغما عن هيلاري كلنتون (infowars) وترويج المغرب لسحب زامبيا لإعترافها ب #الصحراء_الغربية ، الرئيس الزامبي يؤكد متانة علاقات…
